"childid","l5cathol","l5public","r5race","w3povrty","w3daded","w3momed","w3inccat","p5fstamp","w3momscr","w3dadscr","p5numpla","p5hmage","p5hdage","c5r2mtsc","w3income","c5r2mtsc_std"
"1085014C",-1,1,1,2,-1,5,6,2,38.18,NA,1,44,NA,64.531,NA,1.40950743316679
"1085015C",-1,1,1,2,5,-1,7,2,NA,39.2,1,NA,35,51.411,NA,0.0728379476583348
"1085016C",-1,1,1,2,5,6,10,2,63.43,35.78,1,43,41,41.575,NA,-0.929256645288401
"1085017C",-1,1,1,2,3,4,10,2,38.18,39.2,1,35,39,46.27,NA,-0.450928654856831
"1085018C",-1,1,1,2,6,5,10,2,53.5,33.42,1,47,47,49.629,NA,-0.108712740083744
"1085019C",-1,1,1,2,6,5,11,2,NA,35.78,1,39,43,51.649,NA,0.0970854581424058
"1085021C",-1,1,1,2,8,7,12,2,63.43,63.43,2,44,45,49.268,NA,-0.145491526994457
"1085023C",-1,1,1,2,6,4,9,1,NA,64.89,1,48,56,44.243,NA,-0.657440015156041
"1086001C",-9,-9,5,1,-1,3,2,-9,NA,NA,NA,36,NA,52.398,NA,0.173393799959924
"1086002C",-9,-9,5,1,-1,3,6,2,35.78,NA,1,32,NA,51.304,NA,0.061936755970118
"1086003C",NA,NA,5,1,5,5,3,-7,NA,NA,NA,51,51,54.897,NA,0.42799266004267
"1086006C",NA,NA,5,1,4,3,6,2,33.42,33.42,1,28,30,47.345,NA,-0.341407336493905
"1086012C",-9,-9,5,1,5,2,3,1,35.78,34.95,1,39,39,53.169,NA,0.251943508292775
"1086013C",-9,-9,5,1,5,4,4,2,35.78,38.18,1,33,36,44.94,NA,-0.586429448738405
"1086014C",-9,-9,5,2,7,5,9,2,34.95,33.42,1,26,30,40.928,NA,-0.995173196898461
"1086015C",-9,-9,5,1,3,3,2,2,33.42,39.18,1,34,40,53.681,NA,0.304106219922374
"1086016C",-9,-9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.634,NA,0.706839030609487
"1086017C",-9,-9,5,1,-1,2,3,1,34.95,NA,1,34,NA,60.84,NA,1.03346726007139
"1086020C",-9,-9,3,2,-1,5,8,2,34.95,NA,2,56,NA,39.342,NA,-1.15675534659483
"1086022C",-9,-9,1,2,5,5,10,2,38.18,64.89,1,42,46,48.113,NA,-0.263163269049508
"1086023C",-9,-9,3,2,5,1,10,2,NA,39.2,1,55,68,54.976,NA,0.436041203438643
"1086024C",-9,-9,2,2,-1,4,6,1,38.18,NA,1,39,NA,53.966,NA,0.333142104325568
"1087006C",-9,-9,2,1,8,6,3,2,59,NA,1,30,62,44.66,NA,-0.614955931660842
"1087009C",-9,-9,4,2,5,4,8,2,34.95,35.92,1,37,37,44.883,NA,-0.592236625619043
"1087011C",-9,-9,2,2,-1,5,8,2,53.5,NA,1,34,NA,57.947,NA,0.738727563304926
"1087016C",-9,-9,4,1,1,4,6,2,34.95,34.95,1,40,33,37.949,NA,-1.29867459913396
"1087017C",-9,-9,3,2,5,9,6,-7,NA,29.6,1,34,47,53.349,NA,0.270281961600056
"1087020C",-9,-9,2,1,-1,3,3,1,38.18,NA,1,29,NA,54.121,NA,0.34893355022906
"1088001C",-1,1,5,2,5,5,10,2,53.5,53.5,1,45,45,64.347,NA,1.3907614586749
"1088002C",-1,1,5,2,5,5,10,2,38.18,35.78,1,44,46,60.333,NA,0.981813949922546
"1088004C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.255,NA,0.26070521376181
"1088005C",-1,1,5,2,6,-1,9,2,NA,34.95,1,NA,46,52.322,NA,0.165650897452405
"1088007C",-1,1,5,2,6,6,12,2,48.69,53.5,3,40,40,61.85,NA,1.13636635918446
"1088011C",-1,1,5,2,5,6,11,2,53.5,48.69,1,40,40,72.667,NA,2.23840552265588
"1088012C",-1,1,4,2,-1,5,9,2,38.18,NA,1,37,NA,47.382,NA,-0.337637765536298
"1088013C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.198,NA,0.866179813790526
"1088014C",-1,1,5,2,6,6,12,2,53.5,53.5,1,36,37,67.305,NA,1.69212337469122
"1088015C",-1,1,4,1,3,-1,5,2,NA,38.18,1,NA,27,56.71,NA,0.612701636965447
"1088016C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.887,NA,-2.32379413901094
"1088018C",-1,1,1,2,6,6,13,2,53.5,53.5,2,43,48,49.383,NA,-0.133775292937027
"1088019C",-1,1,3,2,-1,5,8,2,38.18,NA,1,34,NA,52.629,NA,0.196928148370934
"1088024C",-1,1,1,2,-1,5,7,2,38.18,NA,1,46,NA,44.385,NA,-0.64297301310252
"1088025C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.109,NA,0.245830690523682
"1089001C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.319,NA,-1.464739481861
"1089002C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.744,NA,-1.6252009482997
"1089003C",-1,1,6,2,3,5,6,2,38.18,35.78,1,31,34,55.245,NA,0.463447003103412
"1089005C",-1,1,5,1,5,2,4,2,34.95,35.92,1,32,43,41.716,NA,-0.914891523531032
"1089006C",NA,NA,5,2,-1,1,5,1,34.95,NA,2,35,NA,60.21,NA,0.969282673495904
"1089008C",-1,1,4,2,3,4,11,2,38.18,34.95,1,36,37,56.67,NA,0.608626425119385
"1089009C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.425,NA,0.0742642718044562
"1089010C",-1,1,4,2,2,4,9,2,34.95,39.2,1,33,42,37.638,NA,-1.33035937123709
"1089013C",-1,1,4,1,2,2,2,2,35.78,29.6,2,27,29,39.793,NA,-1.11080733303048
"1089015C",-9,-9,4,2,3,5,5,2,38.18,35.92,1,36,30,47.814,NA,-0.293625477598824
"1089016C",-9,-9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.161,NA,-0.56391390328891
"1089017C",-9,-9,8,2,3,3,8,2,35.78,29.6,1,34,33,54.632,NA,0.400994381562507
"1089020C",-1,1,4,2,9,5,9,2,38.18,35.63,1,29,33,37.538,NA,-1.34054740085225
"1089021C",-9,-9,2,1,-1,2,4,1,NA,NA,2,34,NA,58.41,NA,0.785898140423097
"1089022C",-1,1,1,1,-1,5,1,2,NA,NA,2,25,NA,35.437,NA,-1.55459790306667
"1089023C",-9,-9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.14,NA,-1.17733516641745
"1090002C",-9,-9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.109,NA,-0.976732863295028
"1090003C",2,2,8,2,5,5,8,2,38.18,35.92,1,38,37,46.64,NA,-0.413232945280754
"1090005C",-1,1,6,2,5,7,11,2,53.5,48.69,1,38,45,56.438,NA,0.584990196412223
"1090007C",2,2,4,2,6,6,13,2,34.95,34.95,2,41,41,58.024,NA,0.746572346108596
"1090009C",-9,-9,5,2,6,6,10,2,48.69,NA,1,37,38,58.867,NA,0.83245743576436
"1090016C",2,2,1,2,3,3,10,2,NA,39.2,1,44,48,66.331,NA,1.5928919662396
"1090017C",2,2,2,2,6,4,12,2,38.18,38.18,1,46,45,40.636,NA,-1.02492224337472
"1090022C",2,2,3,2,-1,3,6,2,38.18,NA,2,31,NA,58.604,NA,0.8056629178765
"1091001C",1,2,1,2,5,5,9,2,38.18,39.2,1,39,54,75.915,NA,2.56931272455614
"1091004C",1,2,1,2,3,3,12,2,38.18,35.78,2,38,38,47.414,NA,-0.334377596059447
"1091006C",1,2,1,2,5,5,11,2,35.78,38.18,1,34,37,52.769,NA,0.211191389832152
"1091008C",1,2,1,2,9,4,12,2,38.18,59,1,46,51,61.159,NA,1.06596707454373
"1091009C",1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.934,NA,-2.1152451727887
"1091010C",1,2,1,2,5,5,10,2,53.5,35.92,1,38,43,48.473,NA,-0.226486362434946
"1091011C",1,2,3,2,5,5,10,2,38.18,64.89,2,44,45,51.546,NA,0.0865917876387951
"1091012C",1,2,3,2,6,6,11,2,34.95,34.95,1,43,40,58.856,NA,0.831336752506693
"1091013C",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.993,NA,-2.21111453146732
"1091014C",1,2,1,2,3,5,11,2,34.95,38.18,1,33,39,56.845,NA,0.626455476945907
"1092002C",-1,1,5,2,3,3,6,1,34.95,39.18,1,34,36,32.276,NA,-1.87664151920175
"1092004C",-9,-9,5,2,2,2,12,2,38.18,33.42,1,48,53,52.923,NA,0.226880955439492
"1092005C",-9,-9,4,1,2,3,2,2,35.78,35.92,2,31,30,46.7,NA,-0.40712012751166
"1092009C",-9,-9,1,2,9,8,12,2,NA,59,1,42,44,58.904,NA,0.836227006721968
"1092010C",-9,-9,3,2,5,5,10,2,38.18,39.18,2,42,40,67.224,NA,1.68387107070294
"1092011C",-9,-9,1,2,8,8,12,2,53.5,52.54,1,42,48,52.024,NA,0.135290569199241
"1092013C",-9,-9,4,2,1,4,6,2,33.42,33.42,1,36,35,41.391,NA,-0.948002619780289
"1092015C",NA,NA,4,2,3,4,8,2,53.5,33.42,1,32,34,47.47,NA,-0.32867229947496
"1092019C",-9,-9,4,1,1,8,4,2,34.95,35.63,1,31,26,42.647,NA,-0.82004096781393
"1092023C",-9,-9,4,1,-1,3,3,2,NA,NA,1,46,NA,54.519,NA,0.38948190809738
"1094003C",2,2,1,2,9,8,12,2,NA,59,1,44,50,44.723,NA,-0.608537473003293
"1094004C",2,2,1,2,-1,6,5,2,63.43,NA,2,45,NA,58.631,NA,0.808413685872592
"1094005C",2,2,1,2,5,6,12,2,63.43,53.5,1,49,49,61.721,NA,1.12322380098091
"1094006C",-9,-9,1,2,9,6,13,2,38.18,77.5,1,47,48,54.943,NA,0.432679153665641
"1094008C",NA,NA,1,2,9,7,12,2,NA,77.5,1,44,48,68.232,NA,1.78656640922371
"1094009C",2,2,1,2,5,3,10,2,35.78,33.42,1,42,44,52.873,NA,0.221786940631914
"1094010C",2,2,1,2,6,6,9,2,63.43,35.92,1,46,51,55.206,NA,0.459473671553502
"1094012C",NA,NA,1,2,3,5,11,2,38.18,38.18,1,37,38,51.361,NA,0.0677439328507564
"1094013C",-9,-9,1,2,5,6,12,2,53.5,53.5,1,39,35,62.063,NA,1.15806686226474
"1094014C",2,2,1,2,5,3,7,2,NA,39.18,1,28,31,48.611,NA,-0.212426881566031
"1094016C",2,2,1,2,6,6,10,2,NA,35.63,1,33,41,46.671,NA,-0.410074656100056
"1094019C",2,2,1,2,-1,3,5,2,34.95,NA,2,27,NA,61.512,NA,1.10193081908523
"1094021C",2,2,1,2,5,5,10,2,35.78,37.67,5,35,45,53.403,NA,0.27578349759224
"1094022C",2,2,1,2,5,5,10,2,NA,53.5,1,48,47,48.997,NA,-0.173101087251529
"1094025C",2,2,1,2,9,6,12,2,59,59,1,40,47,61.072,NA,1.05710348877855
"1096001C",-1,1,5,1,1,1,3,1,NA,NA,1,56,58,45.467,NA,-0.532738532666533
"1096002C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.102,NA,-0.264283952307175
"1096003C",-1,1,5,1,5,1,5,1,NA,39.2,1,28,31,45.006,NA,-0.579705349192402
"1096004C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.346,NA,0.0662157284084829
"1096005C",-1,1,5,1,1,1,4,1,NA,39.2,1,50,NA,25.909,NA,-2.52531336479873
"1096006C",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.771,NA,-0.909288107242696
"1096007C",-1,1,5,1,2,2,3,1,34.95,NA,1,34,51,43.218,NA,-0.761867318711389
"1096008C",-1,1,5,1,3,3,2,2,38.18,38.18,1,19,28,40.755,NA,-1.01279848813268
"1096009C",NA,NA,5,1,3,1,5,1,NA,33.42,3,47,48,43.617,NA,-0.721217080546918
"1096010C",-1,1,5,1,-1,1,1,1,NA,NA,1,50,NA,40.767,NA,-1.01157592457886
"1096011C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.638,NA,-0.515317002024617
"1096012C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.368,NA,-1.25598675504645
"1096014C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.188,NA,0.355759530071215
"1096015C",-1,1,5,1,-1,1,3,1,NA,NA,1,52,NA,28.997,NA,-2.21070701028271
"1096016C",NA,NA,5,1,2,5,4,1,63.43,33.42,1,42,45,44.224,NA,-0.659375740782922
"1096018C",-1,1,5,1,2,2,3,1,NA,33.42,2,29,32,28.982,NA,-2.21223521472499
"1096019C",-1,1,5,1,1,1,7,1,NA,NA,4,42,44,36.219,NA,-1.47492751147615
"1096020C",-1,1,1,2,2,2,9,2,NA,33.42,1,26,29,57.928,NA,0.736791837678046
"1096021C",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.885,NA,0.0192489118826143
"1096022C",-1,1,4,1,1,1,8,2,NA,29.6,1,31,30,31.536,NA,-1.9520329383539
"1096024C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,-2.72999087976721
"1097001C",-1,1,5,2,5,2,9,1,NA,33.42,1,42,50,46.94,NA,-0.382668856435287
"1097002C",NA,NA,5,2,3,-1,9,2,NA,38.18,1,NA,NA,55.249,NA,0.463854524288019
"1097004C",NA,NA,4,2,5,3,8,2,34.95,39.2,1,34,38,56.459,NA,0.587129682631406
"1097006C",-9,-9,5,1,1,1,3,1,33.42,34.95,1,38,37,35.833,NA,-1.51425330579065
"1097007C",-9,-9,5,1,2,3,3,1,NA,NA,2,49,49,45.837,NA,-0.495042823090456
"1097008C",-1,1,3,2,5,5,10,2,38.18,33.42,1,30,30,45.332,NA,-0.546492372646994
"1097010C",-9,-9,5,1,2,4,5,2,34.95,35.78,2,35,34,43.784,NA,-0.704203071089607
"1097012C",-9,-9,1,2,-1,5,4,2,59,NA,1,44,NA,47.697,NA,-0.305545472248556
"1097013C",-9,-9,1,2,3,3,10,2,38.18,35.92,1,27,33,49.886,NA,-0.0825295039727929
"1097014C",NA,NA,4,1,2,3,5,2,38.18,NA,4,39,38,44.38,NA,-0.643482414583278
"1097015C",NA,NA,1,2,-1,2,8,-7,NA,NA,NA,35,NA,46.049,NA,-0.473444200306326
"1097016C",-9,-9,3,1,-1,2,2,1,35.78,NA,1,28,NA,31.219,NA,-1.98432899223395
"1097017C",-1,1,4,2,3,4,9,2,NA,35.92,1,26,28,43.12,NA,-0.771851587734243
"1097020C",-1,1,2,1,-1,5,3,1,NA,NA,1,47,NA,52.948,NA,0.229427962843281
"1097023C",-9,-9,3,1,1,1,2,2,NA,34.95,1,40,40,32.717,NA,-1.83171230859891
"1097024C",NA,NA,1,2,5,2,6,2,NA,53.5,1,27,27,39.234,NA,-1.1677584185792
"1098001C",NA,NA,5,2,3,3,8,2,33.42,39.2,1,42,48,56.067,NA,0.547192606539994
"1098002C",-1,1,5,1,3,4,3,1,34.95,34.95,2,31,33,51.63,NA,0.0951497325155264
"1098003C",NA,NA,3,1,-1,3,3,2,35.92,NA,1,33,NA,38.247,NA,-1.26831427088079
"1098005C",-1,1,4,2,1,1,6,2,NA,29.6,2,30,31,42.935,NA,-0.790699442522281
"1098006C",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.067,NA,0.241551718085317
"1098008C",-1,1,4,2,3,3,7,2,38.18,29.6,1,26,23,51.43,NA,0.0747736732852142
"1098010C",-1,1,2,1,-1,2,2,1,NA,NA,1,23,NA,40.748,NA,-1.01351165020574
"1098011C",NA,NA,4,1,1,1,3,2,29.6,39.2,1,28,30,40.438,NA,-1.04509454201272
"1098012C",NA,NA,4,1,-1,3,2,1,34.95,NA,1,39,NA,40.323,NA,-1.05681077607015
"1098013C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,-2.05146810739783
"1098014C",-1,1,3,1,2,1,5,2,34.95,33.42,1,32,36,40.175,NA,-1.07188905990058
"1098015C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.669,NA,0.404763952520114
"1098016C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.748,NA,-2.74547668478225
"1098017C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.346,NA,0.0662157284084829
"1098018C",-9,-9,1,2,5,3,12,2,34.95,37.67,1,54,47,45.732,NA,-0.50574025418637
"1098019C",-9,-9,1,2,5,5,10,2,53.5,39.2,3,36,40,40.321,NA,-1.05701453666246
"1098020C",-1,1,7,2,3,5,10,2,38.18,39.2,1,42,58,48.092,NA,-0.26530275526869
"1098021C",-1,1,3,2,4,4,8,2,NA,35.92,1,34,33,50.245,NA,-0.0459544776543836
"1098022C",-9,-9,4,2,3,3,8,2,34.95,33.42,1,25,28,52.093,NA,0.142320309633698
"1098024C",-9,-9,4,1,4,1,4,1,34.95,39.18,1,35,34,45.127,NA,-0.567377833358063
"1099001C",-1,1,5,1,2,2,5,1,NA,34.95,1,29,29,38.554,NA,-1.23703701996226
"1099002C",-1,1,5,2,3,1,9,2,33.42,33.42,1,34,32,54.836,NA,0.421777961977425
"1099003C",-1,1,5,1,1,3,6,2,59,33.42,1,29,34,48.184,NA,-0.255929768022747
"1099004C",-1,1,6,1,-1,3,2,1,NA,NA,1,49,NA,33.937,NA,-1.70741834729401
"1099005C",-1,1,3,1,2,3,2,1,34.95,39.18,1,42,36,57.281,NA,0.670875286067987
"1099006C",-1,1,3,1,1,1,2,1,29.6,29.6,1,36,35,43.696,NA,-0.713168537150945
"1099007C",-9,-9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.377,NA,0.476895202195419
"1099008C",-1,1,3,1,-1,5,3,1,38.18,NA,1,35,NA,27.391,NA,-2.37432676590212
"1099009C",-1,1,4,1,1,1,4,2,34.95,39.2,1,28,33,40.079,NA,-1.08166956833113
"1099010C",-1,1,2,2,-1,6,12,1,35.78,NA,1,34,NA,51.886,NA,0.121231088330326
"1099011C",-1,1,4,2,5,3,5,2,NA,35.92,2,32,33,52.164,NA,0.149553810660459
"1099012C",-9,-9,2,1,3,2,3,2,33.42,35.92,1,35,45,33.19,NA,-1.78352292851923
"1099013C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.329,NA,-1.36184038274792
"1099015C",-1,1,3,1,2,3,6,2,NA,39.2,1,38,51,41.358,NA,-0.95136466955329
"1099018C",-1,1,3,1,1,1,6,2,NA,29.6,1,36,56,37.538,NA,-1.34054740085225
"1099019C",-1,1,3,1,1,3,3,2,NA,39.2,1,27,31,42.036,NA,-0.882289828762533
"1099020C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.768,NA,-0.807713451979591
"1099021C",-1,1,3,1,1,1,6,2,35.63,33.42,1,42,56,38.871,NA,-1.20474096608222
"1099023C",-1,1,4,1,3,1,2,1,38.18,39.2,1,44,43,33.843,NA,-1.71699509513226
"1099024C",-1,1,3,2,1,3,10,2,33.42,39.2,1,35,36,52.264,NA,0.159741840275615
"1100001C",-1,1,5,2,4,4,6,2,34.95,34.95,1,49,54,55.151,NA,0.453870255265166
"1100003C",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.592,NA,-2.25196853022409
"1100004C",NA,NA,5,1,-1,1,2,1,NA,NA,2,38,NA,53.286,NA,0.263863502942508
"1100005C",-1,1,5,1,5,2,3,1,NA,NA,2,52,56,52.952,NA,0.229835484027887
"1100007C",NA,NA,5,1,4,4,3,1,NA,34.95,2,52,53,36.737,NA,-1.42215351806964
"1100010C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.174,NA,0.150572613621974
"1100011C",-1,1,4,2,1,1,6,2,NA,33.42,1,35,36,43.321,NA,-0.751373648207779
"1100012C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.367,NA,-1.15420833919104
"1100013C",-1,1,4,2,1,1,7,2,NA,35.92,2,42,39,53.962,NA,0.332734583140962
"1100017C",-1,1,7,2,3,3,9,2,34.95,39.2,1,30,32,54.442,NA,0.381637125293711
"1100020C",-1,1,3,2,4,2,8,2,34.95,35.92,1,31,34,36.405,NA,-1.45597777639196
"1101014C",NA,NA,5,2,-1,3,5,2,38.18,NA,1,33,NA,45.718,NA,-0.507166578332491
"1101015C",NA,NA,5,1,5,2,4,1,NA,39.18,1,32,43,32.833,NA,-1.81989419424533
"1101016C",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.342,NA,-0.545473569685478
"1101017C",NA,NA,5,1,-1,3,4,1,33.42,NA,1,27,NA,26.692,NA,-2.44554109291206
"1101020C",NA,NA,2,2,5,5,11,2,53.5,48.69,1,33,34,50.23,NA,-0.0474826820966571
"1101021C",NA,NA,4,2,1,3,5,2,29.6,35.92,1,27,30,47.56,NA,-0.31950307282132
"1101023C",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.84,NA,-1.51354014371759
"1102001C",-9,-9,5,1,-1,3,3,2,35.78,NA,1,27,NA,52.777,NA,0.212006432201365
"1102003C",-9,-9,3,1,1,2,2,1,35.63,35.63,1,46,46,53.557,NA,0.291473063199581
"1102004C",-9,-9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.942,NA,0.228816681066372
"1102006C",-9,-9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.044,NA,-1.79839745175735
"1102008C",-9,-9,4,2,1,1,6,2,35.63,35.92,1,37,39,50.497,NA,-0.0202806430241905
"1102012C",-9,-9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.389,NA,-0.642565491917914
"1102014C",-9,-9,3,2,1,1,5,1,NA,NA,1,31,31,43.175,NA,-0.766248171445907
"1102015C",-9,-9,2,1,-1,2,1,1,34.95,NA,1,30,NA,45.156,NA,-0.564423304769668
"1102017C",-1,1,4,1,3,1,7,2,34.95,35.63,1,41,45,54.813,NA,0.419434715165939
"1102018C",-9,-9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.417,NA,-0.232191659019433
"1102019C",-9,-9,1,2,3,5,9,2,38.18,39.2,1,30,28,52.237,NA,0.156991072279523
"1102022C",-9,-9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.031,NA,0.33976432357542
"1102023C",-9,-9,2,2,-1,2,5,1,34.95,NA,1,27,NA,36.307,NA,-1.46596204541482
"1102024C",-9,-9,4,1,1,1,6,2,29.6,35.63,1,30,52,31.68,NA,-1.93736217570808
"1102026C",-9,-9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.026,NA,0.237374625943103
"1105002C",-1,1,5,2,6,3,10,2,38.18,52.54,1,38,47,60.995,NA,1.04925870597488
"1105003C",-1,1,7,2,8,9,13,2,61.56,35.78,1,50,55,52.141,NA,0.147210563848973
"1105004C",-1,1,3,2,6,6,12,2,38.18,NA,1,38,55,46.905,NA,-0.386234666800591
"1105006C",-1,1,1,2,-1,5,10,2,38.18,NA,1,43,NA,50.311,NA,-0.0392303781083805
"1105007C",-1,1,3,2,3,3,11,2,38.18,35.78,1,38,33,50.489,NA,-0.0210956853934032
"1105008C",-1,1,3,2,5,6,12,2,35.78,35.78,1,41,46,44.775,NA,-0.603239697603412
"1105011C",-1,1,3,2,6,5,11,2,38.18,35.78,1,43,44,61.42,NA,1.09255783183929
"1105012C",-1,1,2,2,6,5,12,2,38.18,35.78,1,42,44,52.252,NA,0.158519276721796
"1105013C",-1,1,1,2,6,6,10,2,NA,48.69,1,43,49,58.372,NA,0.782026689169338
"1105014C",-1,1,1,2,6,7,11,2,63.43,33.42,1,50,51,65.307,NA,1.4885665429804
"1105015C",-1,1,3,2,5,8,10,2,63.43,39.18,1,46,30,63.064,NA,1.26004903871245
"1105016C",-1,1,1,2,8,5,9,2,34.95,35.78,2,36,42,61.687,NA,1.11975987091176
"1105017C",-1,1,1,2,-1,8,8,2,NA,NA,1,57,NA,60.717,NA,1.02093598364474
"1105018C",-1,1,3,2,5,6,11,2,53.5,63.43,1,43,48,55.537,NA,0.493196049579668
"1105019C",-1,1,1,2,8,7,12,2,NA,53.5,1,49,50,58.65,NA,0.810349411499471
"1105021C",-1,1,1,2,5,5,11,2,38.18,33.42,1,38,47,58.043,NA,0.748508071735475
"1105022C",-1,1,3,2,3,7,10,2,38.18,35.92,1,36,43,56.676,NA,0.609237706896294
"1105023C",NA,NA,1,2,5,5,10,2,52.54,53.5,3,33,34,34.803,NA,-1.61919001082676
"1107001C",-1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.977,NA,2.37186871061442
"1107004C",NA,NA,8,2,8,6,11,2,NA,53.5,1,44,39,54.11,NA,0.347812866971393
"1107005C",-1,1,5,2,6,6,12,2,NA,53.5,1,37,39,57.069,NA,0.649276663283857
"1107007C",-1,1,5,2,9,8,13,2,64.89,62.87,1,37,39,58.712,NA,0.816665989860869
"1107010C",-1,1,1,2,9,9,12,2,77.5,62.87,1,37,41,57.179,NA,0.660483495860528
"1107012C",-1,1,1,2,-1,6,13,2,53.5,NA,1,47,NA,47.416,NA,-0.334173835467145
"1107015C",-1,1,1,2,4,5,11,2,38.18,77.5,1,39,55,59.799,NA,0.927409871777613
"1107016C",-1,1,1,2,8,8,12,2,NA,35.78,NA,40,40,74.131,NA,2.38755827622176
"1107017C",-1,1,4,2,8,9,10,2,59,34.95,1,42,52,50.562,NA,-0.0136584237743394
"1107019C",-1,1,1,2,6,8,10,2,61.56,39.2,1,38,40,68.154,NA,1.77861974612389
"1107020C",-1,1,1,2,8,6,11,2,NA,53.5,1,45,45,49.412,NA,-0.130820764348632
"1107021C",-1,1,1,2,9,8,13,2,63.43,77.5,2,39,42,53.605,NA,0.296363317414855
"1107024C",-1,1,1,2,6,8,10,2,63.43,35.78,1,42,41,62.178,NA,1.16978309632217
"1108001C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.723,NA,-0.914178361457971
"1108003C",-1,1,5,2,6,5,12,2,34.95,53.5,2,46,48,43.352,NA,-0.748215359027081
"1108004C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.14,NA,-0.260412501053415
"1108005C",-1,1,8,2,3,4,9,2,38.18,39.2,1,37,36,46.016,NA,-0.476806250079327
"1108006C",-1,1,5,2,4,4,10,2,53.5,39.18,1,30,30,49.631,NA,-0.108508979491441
"1108007C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.134,NA,1.36906095559462
"1108008C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.152,NA,0.352091839409758
"1108009C",-1,1,5,1,-1,5,4,2,53.5,NA,1,37,NA,51.582,NA,0.0902594783002513
"1108010C",-1,1,6,2,3,5,9,2,38.18,38.18,1,50,46,54.162,NA,0.353110642371274
"1108012C",-1,1,5,2,3,4,9,2,34.95,53.5,1,29,28,41.22,NA,-0.965424150422205
"1108013C",-1,1,6,2,6,6,12,2,61.56,64.89,1,42,40,50.966,NA,0.0275012158708909
"1108016C",-1,1,6,2,3,4,9,2,53.5,35.78,1,36,35,54.615,NA,0.39926241652793
"1108018C",-1,1,5,2,6,6,7,2,38.18,35.92,1,47,51,53.309,NA,0.266206749753994
"1108020C",-1,1,3,1,1,4,4,2,34.95,39.2,2,34,35,31.548,NA,-1.95081037480009
"1108022C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.582,NA,0.0902594783002513
